Form,CSV column,Matched field label,Domain,Score,Matched
Epidemiological,2. Have you been admitted to the hospital in the past 18 months?    2. Avez-vous,2 have you been admitted to the hospital in the past 18 months 2 avez vous été admis à l hôpital dans les 18 derniers mois,Clinical History / Diagnosis,1.0,Yes
Epidemiological,2a. How many times were you admitted to the hospital?    2a. Combien de fois ave,2a how many times were you admitted to the hospital 2a combien de fois avez vous été admis à l hôpital,Clinical History / Diagnosis,1.0,Yes
Epidemiological,2b. Reason for admission:    2b. Raison de l'admission:,2b reason for admission 2b raison de l admission,Clinical History / Diagnosis,1.0,Yes
Epidemiological,Please specify other reason for hospital admission:    Veuillez préciser si autr,please specify other reason for hospital admission veuillez préciser si autre raison pour l admission à l hôpital,Clinical History / Diagnosis,1.0,Yes
Epidemiological,2c. Was the altered mental state due to:    2c. Le changement de santé mentale a,2c was the altered mental state due to 2c le changement de santé mentale at il été causé par,Cognitive Function,1.0,Yes
Epidemiological,Please specify other reason for altered mental state:    Veuillez préciser si au,please specify other reason for altered mental state veuillez préciser si autre raison pour changement de santé mentale,Cognitive Function,1.0,Yes
Epidemiological,3. Have you ever experienced a hard blow to the head with or without loss of con,3 have you ever experienced a hard blow to the head with or without loss of consciousness examples include falling from a high place getting hit in the head during a sport or getting hit in the head due to an accident 3 avez vous déjà reçu un coup sur la tête avec ou sans perte de conscience les exemples incluent tomber d un endroit élevé se faire frapper à la tête pendant un sport ou se faire frapper à la tête durant un accident,Clinical History / Diagnosis,0.6,Yes
Epidemiological,3a. How many times?    3a. Combien de fois?,3a how many times 3a combien de fois,Clinical History / Diagnosis,1.0,Yes
Epidemiological,"4. Have you ever played high contact sports? (e.g. football, hockey, soccer, rug",4 have you ever played high contact sports e g football hockey soccer rugby 4 avez vous déjà joué à des sports de contact exemple football hockey soccer rugby,Clinical History / Diagnosis,1.0,Yes
Epidemiological,4a. How many years did you play high contact sports?    4a. Combien d'années ave,4a how many years did you play high contact sports 4a combien d années avez vous joué aux sports de contact,Clinical History / Diagnosis,1.0,Yes
Epidemiological,5. Do you suffer from constipation?    5. Souffrez-vous de constipation?,5 do you suffer from constipation 5 souffrez vous de constipation,Autonomic Functioning,1.0,Yes
Epidemiological,5a. How many years have you been suffering from constipation?  ,5a how many years have you been suffering from constipation,Autonomic Functioning,1.0,Yes
Epidemiological,6. Do you often (e.g. every day or multiple times (4+) a week) feel light-headed,6 do you often e g every day or multiple times 4 a week feel light headed or dizzy 6 vous sentez vous souvent par exemple tous les jours ou plusieurs fois 4 par semaine étourdi,Autonomic Functioning,1.0,Yes
Epidemiological,7. Do you ever have an irrepressible urge to move your legs?    7. Avez-vous déj,7 do you ever have an irrepressible urge to move your legs 7 avez vous déjà ressenti un besoin irrépressible de bouger vos jambes,Motor,1.0,Yes
Epidemiological,8. Do you feel or have people told you that your sense of smell is getting worse,8 do you feel or have people told you that your sense of smell is getting worse 8 avez vous remarqué ou vous a t on fait remarquer que vous aviez une perte d odorat,Non-Motor,1.0,Yes
Epidemiological,9. Have your friends or family told you lately that you are becoming more forget,9 have your friends or family told you lately that you are becoming more forgetful 9 est ce que vos amis ou votre famille vous ont dit dernièrement que vous oubliez des choses plus fréquemment,Cognitive Function,1.0,Yes
Epidemiological,10. Have you noticed problems with your short term memory?    10. Avez-vous rema,10 have you noticed problems with your short term memory 10 avez vous remarqué que vous aviez des problèmes de mémoire à court terme,Cognitive Function,1.0,Yes
Epidemiological,11. Do you have trouble falling asleep?    11. Avez-vous des difficultés pour vo,11 do you have trouble falling asleep 11 avez vous des difficultés pour vous endormir,Non-Motor,1.0,Yes
Epidemiological,11a. Since when have you had trouble falling asleep? (How many years?)    11a. D,11a since when have you had trouble falling asleep how many years 11a depuis quand avez vous des difficultés à vous endormir combien d années,Non-Motor,1.0,Yes
Epidemiological,12. Do you have trouble staying asleep?    12. Avez-vous des difficultés à reste,12 do you have trouble staying asleep 12 avez vous des difficultés à rester endormi,Non-Motor,1.0,Yes
Epidemiological,12a. Since when have you had trouble staying asleep? (How many years?)    12a. D,12a since when have you had trouble staying asleep how many years 12a depuis quand avez vous des difficultés à rester endormi combien d années,Non-Motor,1.0,Yes
Epidemiological,13. What are the chances that you would doze off or fall asleep when you don't i,13 what are the chances that you would doze off or fall asleep when you don t intend to e g when reading watching tv driving 13 quelle est la probabilité que vous somnoliez ou que vous vous endormiez accidentellement exemple en lisant en regardant la télévision ou en conduisant,Non-Motor,0.902,Yes
Epidemiological,13a. Since when have you had trouble dozing off or falling asleep when you don't,13a since when have you had trouble dozing off or falling asleep when you don t intend to how many years 13a depuis quand somnolez vous ou endormissez vous accidentellement combien d années,Non-Motor,1.0,Yes
Epidemiological,14. Have you ever been told or have you ever noticed that you were acting out yo,14 have you ever been told or have you ever noticed that you were acting out your dreams e g punching the air whipping the air running movements 14 vous a t on déjà dit ou avez vous déjà remarqué que vous reproduisiez physiquement la gestuelle de vos rêves mouvements lorsque vous rêvez exemple coup de poing dans le vide fouetter dans l air mouvements de courir,Non-Motor,0.692,Yes
Epidemiological,14a. Since when have you been acting out your dreams? (How many years?)    14a. ,14a since when have you been acting out your dreams how many years 14a depuis quand cela se produit il combien d années,Non-Motor,1.0,Yes
Epidemiological,"15. In the last month, have you experienced any unexplained pain (that was not d",15 in the last month have you experienced any unexplained pain that was not due to known conditions e g arthritis 15 au cours du dernier mois avez vous eu des douleurs inexpliquées qui ne sont pas causées par une condition connue exemple arthrite,Non-Motor,0.955,Yes
Epidemiological,16. In which environment have you mostly lived?    16. Dans quel environnement a,16 in which environment have you mostly lived 16 dans quel environnement avez vous vécu de manière prépondérante,Admin,1.0,Yes
Epidemiological,16a.,16a,Admin,1.0,Yes
Epidemiological,16b.,16b,Admin,1.0,Yes
Epidemiological,17. In which environment have you mostly worked?    17. Dans quel environnement ,17 in which environment have you mostly worked 17 dans quel environnement avez vous travaillé de manière prépondérante,Admin,1.0,Yes
Epidemiological,17a. ,17a,Admin,1.0,Yes
Epidemiological,17b. ,17b,Admin,1.0,Yes
Epidemiological,"18. Have you ever used or been exposed to pesticides? (Insecticides, herbicides,",18 have you ever used or been exposed to pesticides insecticides herbicides fungicides rodenticides 18 avez vous déjà utilisé ou avez vous déjà été exposé à des pesticides insecticides herbicides fongicides rongicides,Admin,1.0,Yes
Epidemiological,19. Have you done any welding on a regular basis or had any exposure to welding ,19 have you done any welding on a regular basis or had any exposure to welding materials 19 avez vous déjà fait de la soudure régulièrement ou avez vous déjà été exposé à des produits de soudure,Admin,1.0,Yes
Epidemiological,20. Do you exercise on a regular basis?    20. Faites-vous de l'exercice réguliè,20 do you exercise on a regular basis 20 faites vous de l exercice régulièrement,Admin,1.0,Yes
Epidemiological,20a. How often do you exercise per week on average?    20a. Combien de fois fait,20a how often do you exercise per week on average 20a combien de fois faites vous de l exercice chaque semaine,Admin,1.0,Yes
Epidemiological,20b. How long is one exercise session on average?    20b. Quelle est la durée mo,20b how long is one exercise session on average 20b quelle est la durée moyenne d une séance d exercice,Admin,1.0,Yes
Epidemiological,20c. How many times a week do you do high intensity exercise (impossible to have,20c how many times a week do you do high intensity exercise impossible to have a conversation 20c combien de fois par semaine faites vous des exercices d intensité élevé impossible de tenir une conversation,Admin,1.0,Yes
Epidemiological,20d. How many times per week do you exercise at moderate intensity (able to carr,20d how many times per week do you exercise at moderate intensity able to carry on a conversation 20d combien de fois par semaine faites vous des exercices d intensité modérée capable de tenir une conversation,Admin,1.0,Yes
Epidemiological,20e. How many times a week do you exercise at a low intensity (slightly out of b,20e how many times a week do you exercise at a low intensity slightly out of breath 20e combien de fois par semaine faites vous des exercices d intensité faible peu essouflé,Admin,1.0,Yes
Epidemiological,21. What type of exercise do you do?    21. Quel type d'exercice faites-vous?,21 what type of exercise do you do 21 quel type d exercice faites vous,Admin,1.0,Yes
Epidemiological,Please specify other exercise:    Veuillez préciser autre type d'exercice:  ,please specify other exercise veuillez préciser autre type d exercice,Admin,1.0,Yes
Epidemiological,22. Are you currently receiving any of the following therapies?    22. Suivez-vo,22 are you currently receiving any of the following therapies 22 suivez vous présentement une ou plusieurs des thérapies suivantes,Admin,1.0,Yes
Epidemiological,Please specify other therapy:    Veuillez préciser quelle autre thérapie:,please specify other therapy veuillez préciser quelle autre thérapie,Admin,1.0,Yes
Epidemiological,22a. Have you had any contact with a PD nurse for care since your last clinic vi,22a have you had any contact with a pd nurse for care since your last clinic visit,Admin,1.0,Yes
Epidemiological,23. Do you currently drink coffee?    23. Buvez-vous du café régulièrement?,23 do you currently drink coffee 23 buvez vous du café régulièrement,Admin,1.0,Yes
Epidemiological,23a. Since when have you been drinking coffee? (How many years?)    23a. Depuis ,23a since when have you been drinking coffee how many years 23a depuis quand buvez vous du café combien d année s,Admin,1.0,Yes
Epidemiological,23b. How many cups of coffee per day?    23b. Combien de tasses de café buvez-vo,23b how many cups of coffee per day 23b combien de tasses de café buvez vous par jour,Admin,1.0,Yes
Epidemiological,23c. Have you ever drank coffee on a regular basis in the past?    23c. Avez-vou,23c have you ever drank coffee on a regular basis in the past 23c avez vous bu du café régulièrement par le passé,Admin,1.0,Yes
Epidemiological,23d. How many cups of coffee per day did you drink in the past?    23d. Combien ,23d how many cups of coffee per day did you drink in the past 23d combien de tasses de café buviez vous par le passé,Admin,1.0,Yes
Epidemiological,23e. For how many years did you drink coffee?    23e. Pendant combien d'années a,23e for how many years did you drink coffee 23e pendant combien d années avez vous bu du café,Admin,1.0,Yes
Epidemiological,24. Do you currently use any of the following?    24. Consommez-vous les substan,24 do you currently use any of the following 24 consommez vous les substances suivantes,Admin,1.0,Yes
Epidemiological,24a. Since when have you been drinking alcohol? (How many years?)    24a. Depuis,24a since when have you been drinking alcohol how many years 24a depuis quand buvez vous de l alcool combien d année s,Admin,1.0,Yes
Epidemiological,24b. How many glasses per week?    24b. Combien de verres d'alcool consommez-vou,24b how many glasses per week 24b combien de verres d alcool consommez vous par semaine,Admin,1.0,Yes
Epidemiological,24c. (If you do NOT currently drink alcohol):  Have you ever drank alcohol on a ,24c if you do not currently drink alcohol have you ever drank alcohol on a regular basis in the past 24c si vous ne buvez pas d alcool actuellement consommiez vous de l alcool régulièrement par le passé,Admin,1.0,Yes
Epidemiological,24d. For how many years did you drink alcohol?    24d. Pendant combien d'années ,24d for how many years did you drink alcohol 24d pendant combien d années avez vous bu de l alcool,Admin,1.0,Yes
Epidemiological,24e. How many glasses per week?    24e. Combien de verres d'alcool buvez-vous pa,24e how many glasses per week 24e combien de verres d alcool buvez vous par semaine,Admin,1.0,Yes
Epidemiological,24f. Since when have you been smoking? (How many years?)    24f. Depuis quand fu,24f since when have you been smoking how many years 24f depuis quand fumez vous combien d année s,Admin,1.0,Yes
Epidemiological,24g. How many cigarettes per day?    24g. Combien de cigarettes par jour? ,24g how many cigarettes per day 24g combien de cigarettes par jour,Admin,1.0,Yes
Epidemiological,24h. (If you do NOT currently smoke cigarettes):  Have you ever smoked cigarette,24h if you do not currently smoke cigarettes have you ever smoked cigarettes on a regular basis in the past 24h si lvous ne fumez pas actuellement avez vous déjà fumé des cigarettes régulièrement par le passé,Admin,1.0,Yes
Epidemiological,24i. For how many years did you smoke?    24i. Pendant combien d'année avez-vous,24i for how many years did you smoke 24i pendant combien d année avez vous fumé,Admin,1.0,Yes
Epidemiological,24j. How many cigarettes a day did you smoke?    24j. Combien de cigarettes fumi,24j how many cigarettes a day did you smoke 24j combien de cigarettes fumiez vous par le passé,Admin,1.0,Yes
Epidemiological,24k. Please specify which recreational drugs:    24k. Veuillez préciser quelles ,24k please specify which recreational drugs 24k veuillez préciser quelles drogues récréatives,Admin,1.0,Yes
Epidemiological,24l. Please specify what kind of cannabis:    24l. Veuillez préciser quel type d,24l please specify what kind of cannabis 24l veuillez préciser quel type de cannabis,Admin,1.0,Yes
Epidemiological,25. Does/did your biological father have Parkinson's disease?    25. Votre père ,25 does did your biological father have parkinson s disease 25 votre père biologique est était il atteint de la maladie parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,25a. What is the ethnicity of your biological father?    25a. Quelle est l'ethni,25a what is the ethnicity of your biological father 25a quelle est l ethnicité de votre père biologique,Clinical History / Diagnosis,1.0,Yes
Epidemiological,Please specify other ethnicity:    Veuillez préciser autre ethnicité:  ,please specify other ethnicity veuillez préciser autre ethnicité,Clinical History / Diagnosis,1.0,Yes
Epidemiological,26. Does/did your biological mother have Parkinson's disease?    26. Votre mère ,26 does did your biological mother have parkinson s disease 26 votre mère biologique est était elle atteinte de la maladie parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,26a. What is the ethnicity of your biological mother?    26a. Quelle est l'ethni,26a what is the ethnicity of your biological mother 26a quelle est l ethnicité de votre mère biologique,Clinical History / Diagnosis,1.0,Yes
Epidemiological,Please specify other ethnicity:    Veuillez préciser autre ethnicité:,please specify other ethnicity veuillez préciser autre ethnicité,Clinical History / Diagnosis,1.0,Yes
Epidemiological,27. Do you have any brothers or sisters with Parkinson's disease?    27. Avez-vo,27 do you have any brothers or sisters with parkinson s disease 27 avez vous des frères et des sœurs qui ont la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,27a. Number of brothers with PD:    27a. Nombre de frères atteints de la maladie,27a number of brothers with pd 27a nombre de frères atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,27b. Number of sisters with PD:    27b. Nombre de sœurs atteints de la maladie P,27b number of sisters with pd 27b nombre de sœurs atteints de la maladie parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,28. Do you have any children with Parkinson's disease?    28. Avez-vous des enfa,28 do you have any children with parkinson s disease 28 avez vous des enfants atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,28a. Number of sons with PD:    28a. Nombre de fils avec la maladie Parkinson:,28a number of sons with pd 28a nombre de fils avec la maladie parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,28b. Number of daughters with PD:    28b. Nombre de filles atteintes de la malad,28b number of daughters with pd 28b nombre de filles atteintes de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,29. Do you have grandparents with Parkinson's disease?    29. Avez-vous des gran,29 do you have grandparents with parkinson s disease 29 avez vous des grands parents atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,29a. Grandparents with PD:    29a. Grands-parents atteints de la maladie de Park,29a grandparents with pd 29a grands parents atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,30. Do you have any uncles or aunts with Parkinson's disease?    30. Avez-vous d,30 do you have any uncles or aunts with parkinson s disease 30 avez vous des oncles ou des tantes atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,30a. Number of maternal aunts/uncles with PD:    30a. Nombre de tantes/oncles ma,30a number of maternal aunts uncles with pd 30a nombre de tantes oncles maternels atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,30b. Number of paternal aunts/uncles with PD:    30b. Nombre de tantes/oncles pa,30b number of paternal aunts uncles with pd 30b nombre de tantes oncles paternels atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,31. Do you have any cousins with Parkinson's disease?    31. Avez-vous des cousi,31 do you have any cousins with parkinson s disease 31 avez vous des cousins atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,31a. Number of maternal cousins with PD:    31a. Nombre de cousins maternels att,31a number of maternal cousins with pd 31a nombre de cousins maternels atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,31b. Number of paternal cousins with PD:    31b. Nombre de cousins paternels att,31b number of paternal cousins with pd 31b nombre de cousins paternels atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,32. Do you have any nephews or nieces with Parkinson's disease?    32. Avez-vous,32 do you have any nephews or nieces with parkinson s disease 32 avez vous des neveux ou des nièces qui ont la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,32a. Number of nephews with PD:    32a. Nombre de neveux atteints de la maladie ,32a number of nephews with pd 32a nombre de neveux atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,32b. Number of nieces with PD:    32b. Nombre de nièces atteints de la maladie d,32b number of nieces with pd 32b nombre de nièces atteints de la maladie de parkinson,Clinical History / Diagnosis,1.0,Yes
Epidemiological,33. Have you ever had an MRI scan for medical reasons or for study purposes?    ,33 have you ever had an mri scan for medical reasons or for study purposes 33 avez vous déjà passé un examen par irm pour des raisons médicales ou pour les besoins d une étude,Admin,1.0,Yes
Epidemiological,34. Does your body contain metallic implants or any other metallic foreign objec,34 does your body contain metallic implants or any other metallic foreign object 34 votre organisme contient t il des implants métalliques ou tout autre corps étranger métalliques,Admin,1.0,Yes
Epidemiological,Additional Comments:   (Anything else you'd like to tell us)    Commentaires sup,additional comments anything else you d like to tell us commentaires supplémentaires s il y a autre chose que vous aimeriez nous dire,Admin,1.0,Yes
Fatigue Severity Scale,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Fatigue Severity Scale,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
Fatigue Severity Scale,"1. My motivation is lower when I am fatigued. (Disagree=1, Agree=7)",1 my motivation is lower when i am fatigued disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"2. Exercise brings on my fatigue. (Disagree=1, Agree=7)",2 exercise brings on my fatigue disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"3. I am easily fatigued. (Disagree=1, Agree=7)",3 i am easily fatigued disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"4. Fatigue interferes with my physical functioning. (Disagree=1, Agree=7)",4 fatigue interferes with my physical functioning disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"5. Fatigue causes frequent problems for me. (Disagree=1, Agree=7)",5 fatigue causes frequent problems for me disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"6. My fatigue prevents sustained physical functioning. (Disagree=1, Agree=7)",6 my fatigue prevents sustained physical functioning disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,7. Fatigue interferes with carrying out certain duties and responsibilities. (Di,7 fatigue interferes with carrying out certain duties and responsibilities disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"8. Fatigue is among my three most disabling symptoms. (Disagree=1, Agree=7)",8 fatigue is among my three most disabling symptoms disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,"9. Fatigue interferes with my work, family, or social life. (Disagree=1, Agree=7",9 fatigue interferes with my work family or social life disagree 1 agree 7,Non-Motor,1.0,Yes
Fatigue Severity Scale,Total of all questions,total of all questions,Composite Scores,1.0,Yes
Fatigue Severity Scale,Divided by 9,divided by 9,Composite Scores,1.0,Yes
FrSBe,Questionnaire completed:     Questionnaire rempli:  ,questionnaire completed questionnaire rempli,Admin,1.0,Yes
FrSBe,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
FrSBe,"1. AVANT BLESSURE OU MALADIE, je ne parle que quand on m'adresse la parole",1 avant blessure ou maladie je ne parle que quand on m adresse la parole,Behaviour,1.0,Yes
FrSBe,"1. AUJOURD'HUI, je ne parle que quand on m'adresse la parole",1 aujourd hui je ne parle que quand on m adresse la parole,Behaviour,1.0,Yes
FrSBe,"2. AVANT BLESSURE OU MALADIE, je m'agace ou me fâche facilement. Je suis si faci",2 avant blessure ou maladie je m agace ou me fâche facilement je suis si facilement irritable que je m emporte sans raison,Behaviour,1.0,Yes
FrSBe,"2. AUJOURD'HUI, je m'agace ou me fâche facilement. Je suis si facilement irritab",2 aujourd hui je m agace ou me fâche facilement je suis si facilement irritable que je m emporte sans raison,Behaviour,1.0,Yes
FrSBe,"3. AVANT BLESSURE OU MALADIE, je répète certaines actions ou me braque sur certa",3 avant blessure ou maladie je répète certaines actions ou me braque sur certaines idées,Behaviour,1.0,Yes
FrSBe,"3. AUJOURD'HUI, je répète certaines actions ou me braque sur certaines idées. ",3 aujourd hui je répète certaines actions ou me braque sur certaines idées,Behaviour,1.0,Yes
FrSBe,"4. AVANT BLESSURE OU MALADIE, j'agis de façon impulsive. ",4 avant blessure ou maladie j agis de façon impulsive,Behaviour,1.0,Yes
FrSBe,"4. AUJOURD'HUI, j'agis de façon impulsive. ",4 aujourd hui j agis de façon impulsive,Behaviour,1.0,Yes
FrSBe,"5. AVANT BLESSURE OU MALADIE, je mélange l'orde des choses, je me sens désorient",5 avant blessure ou maladie je mélange l orde des choses je me sens désorienté e quand il faut faire plusieurs choses à la suite,Behaviour,1.0,Yes
FrSBe,"5. AUJOURD'HUI, je mélange l'orde des choses, je me sens désorienté(e) quand il ",5 aujourd hui je mélange l orde des choses je me sens désorienté e quand il faut faire plusieurs choses à la suite,Behaviour,1.0,Yes
FrSBe,"6. AVANT BLESSURE OU MALADIE, je ris ou je pleure trop facilement. ",6 avant blessure ou maladie je ris ou je pleure trop facilement,Behaviour,1.0,Yes
FrSBe,"6. AUJOURD'HUI, je ris ou je pleure trop facilement. ",6 aujourd hui je ris ou je pleure trop facilement,Behaviour,1.0,Yes
FrSBe,"7. AVANT BLESSURE OU MALADIE, je fais et refais toujours la même erreur, je n'ar",7 avant blessure ou maladie je fais et refais toujours la même erreur je n arrive pas à retenir les expériences passées,Behaviour,1.0,Yes
FrSBe,"7. AUJOURD'HUI, je fais et refais toujours la même erreur, je n'arrive pas à ret",7 aujourd hui je fais et refais toujours la même erreur je n arrive pas à retenir les expériences passées,Behaviour,1.0,Yes
FrSBe,"8. AVANT BLESSURE OU MALADIE, j'ai du mal à commencer une activité, je manque d'",8 avant blessure ou maladie j ai du mal à commencer une activité je manque d initiatie de motivation,Behaviour,1.0,Yes
FrSBe,"8. AUJOURD'HUI, j'ai du mal à commencer une activité, je manque d'initiatie, de ",8 aujourd hui j ai du mal à commencer une activité je manque d initiatie de motivation,Behaviour,1.0,Yes
FrSBe,"9. AVANT BLESSURE OU MALADIE, je fais des commentairs et des propositions d'ordr",9 avant blessure ou maladie je fais des commentairs et des propositions d ordre sexuel hors de propos je suis trop dragueur,Behaviour,1.0,Yes
FrSBe,"9. AUJOURD'HUI, je fais des commentairs et des propositions d'ordre sexuel hors ",9 aujourd hui je fais des commentairs et des propositions d ordre sexuel hors de propos je suis trop dragueur,Behaviour,1.0,Yes
FrSBe,"10. AVANT BLESSURE OU MALADIE, je dis ou je fais des choses gênantes. ",10 avant blessure ou maladie je dis ou je fais des choses gênantes,Behaviour,1.0,Yes
FrSBe,"10. AUJOURD'HUI, je dis ou je fais des choses gênantes. ",10 aujourd hui je dis ou je fais des choses gênantes,Behaviour,1.0,Yes
FrSBe,"11. AVANT BLESSURE OU MALADIE, je n'églige mon hygiène personnelle. ",11 avant blessure ou maladie je n églige mon hygiène personnelle,Behaviour,1.0,Yes
FrSBe,"11. AUJOURD'HUI, je n'églige mon hygiène personnelle. ",11 aujourd hui je n églige mon hygiène personnelle,Behaviour,1.0,Yes
FrSBe,"12. AVANT BLESSURE OU MALADIE, je n'arrive pas à rester tranquille, je suis hype",12 avant blessure ou maladie je n arrive pas à rester tranquille je suis hyperactif ve,Behaviour,1.0,Yes
FrSBe,"12. AUJOURD'HUI, je n'arrive pas à rester tranquille, je suis hyperactif (ve). ",12 aujourd hui je n arrive pas à rester tranquille je suis hyperactif ve,Behaviour,1.0,Yes
FrSBe,"13. AVANT BLESSURE OU MALADIE, je ne me rends pas compte de mes problèmes ou de ",13 avant blessure ou maladie je ne me rends pas compte de mes problèmes ou de quand je fais une erreur,Behaviour,1.0,Yes
FrSBe,"13. AUJOURD'HUI, je ne me rends pas compte de mes problèmes ou de quand je fais ",13 aujourd hui je ne me rends pas compte de mes problèmes ou de quand je fais une erreur,Behaviour,1.0,Yes
FrSBe,"14. AVANT BLESSURE OU MALADIE, je reste à ne rien faire. ",14 avant blessure ou maladie je reste à ne rien faire,Behaviour,1.0,Yes
FrSBe,"14. AUJOURD'HUI, je reste à ne rien faire. ",14 aujourd hui je reste à ne rien faire,Behaviour,1.0,Yes
FrSBe,"15. AVANT BLESSURE OU MALADIE, je suis désorganisé(e). ",15 avant blessure ou maladie je suis désorganisé e,Behaviour,1.0,Yes
FrSBe,"15. AUJOURD'HUI, je suis désorganisé(e). ",15 aujourd hui je suis désorganisé e,Behaviour,1.0,Yes
FrSBe,"16. AVANT BLESSURE OU MALADIE, je n'arrive pas à contrôler mon urine ou mes sell",16 avant blessure ou maladie je n arrive pas à contrôler mon urine ou mes selles mais ça ne me gêne pas,Behaviour,1.0,Yes
FrSBe,"16. AUJOURD'HUI, je n'arrive pas à contrôler mon urine ou mes selles, mais ça ne",16 aujourd hui je n arrive pas à contrôler mon urine ou mes selles mais ça ne me gêne pas,Behaviour,1.0,Yes
FrSBe,"17. AVANT BLESSURE OU MALADIE, je ne peux pas faire deux choses à la fois (par e",17 avant blessure ou maladie je ne peux pas faire deux choses à la fois par exemple parler et préparer le repas,Behaviour,1.0,Yes
FrSBe,"17. AUJOURD'HUI, je ne peux pas faire deux choses à la fois (par exemple parler ",17 aujourd hui je ne peux pas faire deux choses à la fois par exemple parler et préparer le repas,Behaviour,1.0,Yes
FrSBe,"18. AVANT BLESSURE OU MALADIE, je parle quand ce n'est pas à moi de le faire, j'",18 avant blessure ou maladie je parle quand ce n est pas à moi de le faire j interromps les gens dans les conversations,Behaviour,1.0,Yes
FrSBe,"18. AUJOURD'HUI, je parle quand ce n'est pas à moi de le faire, j'interromps les",18 aujourd hui je parle quand ce n est pas à moi de le faire j interromps les gens dans les conversations,Behaviour,1.0,Yes
FrSBe,"19. AVANT BLESSURE OU MALADIE, je n'ai pas beaucoup de discernement, je ne sais ",19 avant blessure ou maladie je n ai pas beaucoup de discernement je ne sais pas bien résoudre un problème,Behaviour,1.0,Yes
FrSBe,"19. AUJOURD'HUI, je n'ai pas beaucoup de discernement, je ne sais pas bien résou",19 aujourd hui je n ai pas beaucoup de discernement je ne sais pas bien résoudre un problème,Behaviour,1.0,Yes
FrSBe,"20. AVANT BLESSURE OU MALADIE, je peux inventer des histoires extraordinaires, a",20 avant blessure ou maladie je peux inventer des histoires extraordinaires alors que je suis incapable de me souvenir de quelque chose,Behaviour,1.0,Yes
FrSBe,"20. AUJOURD'HUI, je peux inventer des histoires extraordinaires, alors que je su",20 aujourd hui je peux inventer des histoires extraordinaires alors que je suis incapable de me souvenir de quelque chose,Behaviour,1.0,Yes
FrSBe,"21. AVANT BLESSURE OU MALADIE, j'ai perdu l'intérêt pour des choses qui étaient ",21 avant blessure ou maladie j ai perdu l intérêt pour des choses qui étaient auparavant amusantes ou importantes pour moi,Behaviour,1.0,Yes
FrSBe,"21. AUJOURD'HUI, j'ai perdu l'intérêt pour des choses qui étaient auparavant amu",21 aujourd hui j ai perdu l intérêt pour des choses qui étaient auparavant amusantes ou importantes pour moi,Behaviour,1.0,Yes
FrSBe,"22. AVANT BLESSURE OU MALADIE, je dis quelque chose, puis je fais autre chose. ",22 avant blessure ou maladie je dis quelque chose puis je fais autre chose,Behaviour,1.0,Yes
FrSBe,"22. AUJOURD'HUI, je dis quelque chose, puis je fais autre chose. ",22 aujourd hui je dis quelque chose puis je fais autre chose,Behaviour,1.0,Yes
FrSBe,"23. AVANT BLESSURE OU MALADIE, je commence des choses, mais je n'arrive pas à le",23 avant blessure ou maladie je commence des choses mais je n arrive pas à les finir ça tombe à l eau,Behaviour,1.0,Yes
